,Feeding,,,Lying,,,Standing,,,Lying down,,,Standing up,,,Normal walking,,,Active walking,,,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.4,0.9,0.3,0.8,0.5,2.8,,,
375,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.1,0.4,-0.6,1.3,0.1,0.6,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0,0.4,,,,,,,0,0.1,-0.3,2,-2.8,-1.5,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,0.7,-0.1,-0.6,0,-1.4,-0.5,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0,0.4,,,,,,,0.3,0.7,0,-0.6,0.6,-2.8,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,-1.6,0.6,-0.5,-1.1,0,,,
,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,-0.1,0.4,,,,,,,-0.3,-0.4,-0.3,1.2,0.4,1.9,,,
376,-0.8,0.1,0.3,0,0.4,-0.6,-0.8,0,0.4,,,,,,,-0.3,-0.5,0,-2,2.2,-1.8,,,
,-0.8,0.1,0.3,0.5,-0.5,-0.5,-0.8,0.1,0.3,,,,,,,0,-0.3,-0.8,-0.6,1.7,0.4,,,
,-0.8,0.1,0.3,0,0.3,-0.6,-1.2,-0.2,0,,,,,,,0.4,0.5,0.1,1.1,-0.9,0.2,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.9,0.1,0.2,,,,,,,0.2,0.3,-0.1,0.8,0.2,0,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,0.9,-0.4,0.1,-1.1,-1.1,0.1,,,
,-0.8,0.1,0.3,0,0.1,-0.7,-0.9,0,0.3,,,,,,,-0.5,1.2,-0.1,0,2,4,,,
377,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0.1,0.3,,,,,,,0.8,0,1.5,-0.9,1.2,1.7,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.9,0,0.3,,,,,,,-0.2,0.5,-0.2,-3.4,-0.6,-1.5,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.3,-0.8,-0.7,-1.8,1.5,-1.5,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.8,-0.6,-0.7,-0.6,0.8,0.6,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.5,0,0.2,-0.9,-0.5,3.1,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.7,0,0.2,1.8,-1.4,-1.1,,,
378,-0.8,0.1,0.3,0,0.2,-0.7,-0.9,0,0.3,,,,,,,-0.3,0,-0.1,1.7,1.3,-1.9,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,0.9,0.6,-0.4,-2.3,-1.6,-0.5,,,
,-0.8,0.1,0.2,0,0.2,-0.7,-0.8,0.1,0.3,,,,,,,1,0,0.1,0.7,1.8,-1.6,,,
,-0.8,0.1,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.9,-0.1,-0.3,1.8,-0.5,4.4,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.3,0.2,,,,,,,0.3,-0.1,-0.3,0.5,-0.6,0.6,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.6,0,0.4,,,,,,,-0.7,0.4,0.1,-0.8,0.3,-0.5,,,
379,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.2,0.3,,,,,,,-1.2,-0.3,0,-1.1,-0.5,0.2,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.2,0.3,,,,,,,-1.1,-0.7,0.3,-1.3,2.3,1.8,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.2,0.3,,,,,,,-0.6,0.3,0,-2.7,-0.8,0.1,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.1,0.3,,,,,,,-0.1,1,0.2,0.3,0.3,-1.7,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.9,0,0.3,,,,,,,-0.1,-0.6,0.2,-3.5,0,-0.4,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.4,,,,,,,0.9,0.1,1,0.9,2.5,0,,,
380,-0.9,0,0.3,0,0.2,-0.6,-0.8,0,0.4,,,,,,,-0.1,0.1,0.2,0.2,-1.4,1.1,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.2,0.2,,,,,,,-0.7,0,0.6,1.1,1.2,-0.9,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0.2,0.2,,,,,,,0.1,-0.8,-1.2,3.5,-0.7,-2.4,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0.2,0.2,,,,,,,0,0.2,-0.4,1,3,-0.6,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0.2,0.2,,,,,,,-0.5,-0.2,-0.4,-4.9,0.4,0.8,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0.2,0.2,,,,,,,-0.1,0.5,-0.1,-0.6,-0.6,-0.4,,,
381,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.2,0.3,,,,,,,-0.4,0.4,-0.3,-2.7,-1.7,1,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.2,0.2,,,,,,,0.1,1.2,-1,0,-0.3,1,,,
,-0.8,0,0.3,0,0.2,-0.7,-0.8,0.1,0.2,,,,,,,-0.4,-0.2,0.4,-1.1,3.4,-0.8,,,
,-0.8,0,0.3,0,0.2,-0.6,-0.8,0.1,0.2,,,,,,,0.1,-0.4,-0.3,0,0.1,-0.7,,,
,-0.8,0,0.3,0,0.2,-0.6,-0.8,0.1,0.2,,,,,,,-0.2,0.7,-0.2,0.3,-0.8,0.1,,,
,-0.8,0,0.3,0,0.2,-0.6,-0.9,0,0.3,,,,,,,-0.1,-0.4,0,-2,1.6,-0.6,,,
382,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.4,,,,,,,-0.8,-0.4,-0.5,2.3,-1.9,2.1,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.9,0,0.3,,,,,,,-0.5,-0.4,-0.3,-0.8,-1.5,-0.6,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,0,0.2,0.3,0.3,-1.7,1.2,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.4,,,,,,,-0.1,0,-0.4,-2.2,1.5,0.6,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,1,-0.3,0,1,1.4,0.2,,,
,-0.9,0,0.3,0,0.2,-0.6,-0.8,0,0.3,,,,,,,-0.3,-0.6,0.7,2.3,-0.2,2.1,,,
383,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.3,0,0.3,0.8,-0.8,3.1,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,0.2,0,0.4,1.8,-1.3,0.7,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,0.8,0.2,1,-0.9,-1.5,-1.8,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,-0.1,0.3,,,,,,,-0.5,-0.3,-0.1,-0.7,-0.1,-0.4,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.9,0.2,-0.1,-1.5,-1.1,1.2,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.4,0.2,0.1,1.1,0.4,0.5,,,
384,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.2,0.1,0.7,-1.5,1.9,-0.6,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,0.4,-0.1,-0.4,-1.3,0.3,-3.7,,,
,-0.9,0,0.3,0,0.2,-0.7,-0.8,0,0.3,,,,,,,-0.1,-0.3,-0.4,-2,0,-0.9,,,
,-0.9,0.1,0.3,0,0.2,-0.6,-0.8,0,0.3,,,,,,,1.2,0.8,0.2,-2.8,0.2,-0.5,,,
,-0.9,0.1,0.3,0,0.2,-0.6,-0.8,0,0.3,,,,,,,-0.4,-0.2,-0.9,-0.4,-1.4,3.9,,,
,-0.9,0,0.3,0,0.4,-0.6,-0.8,0,0.3,,,,,,,-0.2,-0.1,-0.3,1.2,0.2,0.3,,,
385,-0.9,0.1,0.3,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.9,0.1,-1.5,-0.6,-0.4,-2.6,,,
,-0.9,0.1,0.3,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.4,-0.4,0.2,-0.2,-0.8,-2.1,,,
,-0.9,0.1,0.3,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.1,0.4,-0.3,-0.4,-0.8,-0.4,,,
,-0.8,0.1,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.5,0.5,-0.3,-1.3,-0.1,-2.2,,,
,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.5,0.1,-0.5,-0.1,-2.1,1.5,,,
,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.1,0.8,0.1,1,-0.6,-0.2,,,
386,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,0.2,0,-0.4,-0.7,-0.2,1.8,,,
,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,0,-0.3,-0.6,1.8,1.5,3,,,
,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.1,-0.3,-0.4,-1.5,-1.9,3.4,,,
,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.1,0,0.7,0.4,0.2,0.4,,,
,-0.9,0,0.2,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,1.2,-0.6,0,3,-0.4,-0.2,,,
,-0.8,0.2,1.1,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.7,0,0.6,0.1,-1.8,-0.9,,,
387,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.4,1,-0.8,0.5,-2.5,-1.9,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,0.4,-0.2,-1,0.6,0.1,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.7,0,-0.1,2.1,-1.1,1,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,0.6,0,0.7,0.4,-1.4,0.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,1.5,-0.2,0,-1.8,-1,2.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,0,0.5,-0.6,-1,0.3,-1.8,,,
388,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-1,0.1,0,-0.6,0.6,-2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-1.1,0.3,-0.4,-0.1,-0.8,2.6,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.6,0,0.4,0.6,1.7,0.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.5,-0.9,1,0.9,0.3,-1.3,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,0.6,0.1,-3.3,0.9,1.1,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,0.3,-0.3,-0.1,-1.1,0.5,-0.3,,,
389,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.2,-0.4,-0.5,0.8,-1.2,0.8,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-1,0.3,-0.8,-0.1,1.6,0.9,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,1,-0.5,-0.1,1.8,-3.1,1.6,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.1,0.2,-1.2,1.7,-2.6,0.5,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.6,0,0.4,-1.7,0.9,-0.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.8,-0.7,-0.1,1.6,1.3,-1.8,,,
390,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.1,0.2,-0.6,3.1,0.8,-0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.8,-1.2,0.4,-1.4,-0.5,-0.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,0.3,0.1,1.7,0.2,0.1,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.2,0.3,-0.6,-0.2,-0.8,-1.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0,0.7,0.6,-2.6,-0.3,1.1,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-1.3,0.4,0.2,0.6,-0.5,-2.1,,,
391,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.2,-0.4,0.4,-0.1,0.8,0.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.9,0.4,-0.8,1.6,-2.3,-0.6,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.1,-0.5,-0.1,1.6,3.2,-0.8,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.3,0.1,0.3,-1.1,-0.7,-2.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.4,,,,,,,-0.5,-0.6,0.1,-0.4,-0.7,-0.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.7,0,0.5,,,,,,,-0.4,-0.2,-0.3,1.1,-2.2,1.2,,,
392,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.7,-0.9,-0.2,2.7,0.7,0,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.6,-0.2,-0.6,0.4,-1.3,-2.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.5,-0.2,0.1,0.4,-0.6,-2.7,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.5,-0.2,-0.6,-0.4,2.8,-2.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.2,-0.3,-1.1,1.7,0.8,-2.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.5,0.3,0.9,0.6,0.8,-0.5,,,
393,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.1,0.6,-0.3,-0.6,-2.7,0,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.5,0.3,0.3,-1.2,0.1,1.9,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0,-0.2,0.5,0.3,-1.5,-0.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,-0.1,-0.3,0,3.5,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.3,0.4,0.1,0.7,2.9,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.1,-1,-0.2,-2.1,-0.7,1,,,
394,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.7,0,-0.4,-0.4,-0.2,-1.5,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.5,0.2,-0.9,0.1,1.6,-3.1,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.1,0.4,-0.2,0.5,2.8,-1.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.1,0.4,-0.3,4.3,0.2,-1.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.4,-0.6,-0.2,0.7,0.6,-0.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.8,0.4,0,-0.2,-1.5,0.5,,,
395,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,0.5,-0.2,-0.5,-1.4,2.3,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.4,0,-0.1,1.2,4.4,-2.8,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.3,0.8,0.8,1.1,1.2,-3.2,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.2,0.4,,,,,,,-0.6,0.1,0.3,1.9,0.4,1.9,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.3,0.3,-0.8,0.2,3.1,0.7,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.5,0.6,-0.3,0.6,2.6,1.6,,,
396,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.5,0.2,-0.1,-1,0.4,-1.4,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.3,0.3,0.2,,,,,,,0.8,-0.7,0.7,-0.4,-0.1,-1.6,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.3,-0.7,0.2,-0.3,0.7,1.2,,,
,0,-1.9,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.4,0.1,-0.3,-0.4,2.1,0,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-1,0.2,0.4,-0.5,-1,1.4,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.6,0.5,-0.7,0.3,1.2,1.3,,,
397,-0.7,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-1.4,0.2,-0.7,1.3,4.1,0.8,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.2,-0.7,-0.1,0.9,-3.3,-4,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.6,-0.2,0.2,0.2,0.4,0,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.4,-0.1,-0.3,0.6,0.5,-1.7,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,1,0,-0.8,0.5,0.9,-1.3,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.2,1,0.1,0.4,-0.8,-0.9,,,
398,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.4,0.3,0.1,-0.4,-0.4,1.3,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.3,-1,0.1,1.6,0.6,-1.7,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.1,0.2,1.1,-3,-0.9,2.2,,,
,-0.8,-0.2,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.2,0.4,0.7,-2.4,-0.1,-2.4,,,
,-0.8,-0.1,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.2,0.6,0.1,2.3,0.8,-2,,,
,-0.8,-0.1,0.5,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.2,0.3,0.3,0.1,0.5,0.4,,,
399,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-1.5,-0.3,0,-1,-0.2,1.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.4,-0.8,-0.3,-0.2,0.2,-1.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.1,0,0.1,-0.5,-2.3,0.9,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.2,0.5,0.4,0.7,0,3.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.3,0.6,0.3,-0.6,0.5,-0.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,-0.2,0,0.2,-1.4,0.1,-2.2,,,
400,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.3,,,,,,,0.1,0.4,0.6,-1.7,-0.6,-2.8,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,,,,,,,-0.1,0.5,0.4,-0.4,-2.3,0.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.2,-0.7,-0.1,0.2,0.8,-0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.9,0,0.3,-2.6,1.2,-2.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.9,0,0.3,,,,,,,0.2,0.9,-0.9,2.5,0,-2.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.3,0.4,-0.5,0.4,-0.3,0.5,,,
401,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.4,0,0.4,-1.2,-2.7,-0.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.8,-0.7,0,-0.9,-2.1,-1.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.4,0,0.9,0.2,-2.2,0.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.5,0.4,-0.5,-4.1,0.7,-0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,-0.1,-0.5,-0.3,0.9,1.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.5,-0.2,0,0.3,2.4,-0.7,,,
402,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.6,0,0.8,-1.2,-1.9,0.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.6,-0.3,0.1,-0.9,0,-0.1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.4,0.6,0.5,0.1,0.8,3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.4,0.3,1.3,1.7,2.1,1.4,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,-0.2,-0.7,0.1,-1.8,0,1.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,1,0.5,-0.3,-0.7,2.4,0.6,,,
403,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,-0.1,0.4,,,,,,,0.7,0.3,-0.1,-2.1,2.2,0.8,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.6,0.5,-0.1,-1.5,0.4,0.9,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,1.1,0.1,0.5,1.6,-3,2.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.4,0.9,-0.3,-0.5,-0.8,0.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.1,0.3,0.1,0.9,0,-1.3,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.1,0.3,-0.7,-1,-0.9,0.3,,,
404,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.5,0.1,-0.3,0.7,2.1,0.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.1,0.1,0,-2.8,-1.3,1,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0,0.1,0.2,-3,1.6,-0.2,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,-0.1,-1.3,0,-0.2,-0.2,1.5,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.6,-0.3,-0.1,3.6,-1,-1.6,,,
,-0.8,-0.1,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,-0.1,0.3,-0.3,-1.1,-0.8,0.2,,,
405,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.4,,,,,,,0.6,-0.6,-0.2,-0.2,0.8,-0.3,,,
,-0.8,0,0.4,-0.1,0.3,-0.6,-0.8,0,0.3,,,,,,,0.7,0.4,0,-2.1,1.3,-0.9,,,
,-0.8,0,0.3,-0.1,0.4,-0.5,-0.8,0,0.3,,,,,,,-0.4,-0.1,-0.4,-1.8,-1.5,0.5,,,
,-0.8,0,0.3,0,0,-0.7,-0.8,0,0.3,,,,,,,0.7,-1,0.6,-0.5,-1.4,-0.4,,,
,-0.9,0.1,0.3,0,0,-0.7,-0.8,0,0.3,,,,,,,0.3,0.8,0.5,0.9,-2,0.3,,,
,-0.9,0.4,0.3,0,0,-0.7,-0.8,0,0.4,,,,,,,0.1,-0.6,-1,2.5,0.8,-0.9,,,
406,-0.9,0,0.4,0,0,-0.7,-0.8,0,0.4,,,,,,,-1,-0.3,1,0.2,0.5,0.7,,,
,-0.8,0,0.3,0,0,-0.7,-0.8,0,0.4,,,,,,,0.9,0.1,0.1,1.2,1,1.1,,,
